Neuron1,Neuron2,BumpScore,Rank
n078_R_CA1_wire_4_cell_2,n105_R_CA3_wire_3_cell_1,30.972111553784863,1
n077_R_CA1_wire_4_cell_1,n105_R_CA3_wire_3_cell_1,30.616438356164387,2
n014_L_CA3_wire_4_cell_2,n077_R_CA1_wire_4_cell_1,29.24408384043273,3
n017_L_CA3_wire_5_cell_1,n077_R_CA1_wire_4_cell_1,28.942148760330582,4
n105_R_CA3_wire_3_cell_1,n109_R_CA3_wire_4_cell_1,28.92184368737475,5
n041_L_CA1_wire_3_cell_1,n077_R_CA1_wire_4_cell_1,28.903614457831328,6
n077_R_CA1_wire_4_cell_1,n109_R_CA3_wire_4_cell_1,28.68161434977579,7
n005_L_CA3_wire_2_cell_1,n077_R_CA1_wire_4_cell_1,28.476761619190405,8
n077_R_CA1_wire_4_cell_1,n082_R_CA1_wire_5_cell_2,28.388888888888893,9
n082_R_CA1_wire_5_cell_2,n110_R_CA3_wire_4_cell_2,27.764705882352942,10
n078_R_CA1_wire_4_cell_2,n109_R_CA3_wire_4_cell_1,25.4020618556701,11
n042_L_CA1_wire_3_cell_2,n077_R_CA1_wire_4_cell_1,24.70588235294118,12
n078_R_CA1_wire_4_cell_2,n082_R_CA1_wire_5_cell_2,24.292682926829276,13
n077_R_CA1_wire_4_cell_1,n097_R_CA1_wire_1_cell_1,23.172804532577906,14
n105_R_CA3_wire_3_cell_1,n110_R_CA3_wire_4_cell_2,23.157894736842106,15
n077_R_CA1_wire_4_cell_1,n078_R_CA1_wire_4_cell_2,22.8135593220339,16
n077_R_CA1_wire_4_cell_1,n085_R_CA1_wire_6_cell_1,22.7395498392283,17
n017_L_CA3_wire_5_cell_1,n110_R_CA3_wire_4_cell_2,22.508287292817677,18
n013_L_CA3_wire_4_cell_1,n077_R_CA1_wire_4_cell_1,22.484848484848488,19
n017_L_CA3_wire_5_cell_1,n042_L_CA1_wire_3_cell_2,21.619546247818494,20
n013_L_CA3_wire_4_cell_1,n110_R_CA3_wire_4_cell_2,21.61206896551724,21
